"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
post_brain_mri_result4_03_03,post_imaging_report,,radio,post_brain_mri_result4,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
post_brain_mri_result5_03_03,post_imaging_report,,radio,post_brain_mri_result5,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
post_brain_mri_result6_03_03,post_imaging_report,,radio,post_brain_mri_result6,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
post_brain_mri_result7_03_03,post_imaging_report,,radio,post_brain_mri_result7,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
post_brain_mri_result8_03_03,post_imaging_report,,radio,post_brain_mri_result8,"1, normal | 2, increased cerebral echogenicity/density | 3, increased thalamic/basal ganglia echogenicity/density | 4, germinal matrix hemorrhage | 5, intraventricular hemorrhage | 6, posterior fossa hemorrhage | 7, intraparenchymal hemorrhage | 8, subarachnoid hemorrhage | 9, subdural hemorrhage | 10, calcifications | 11, loss of gray/white matter differentiation | 12, ventriculomegaly | 13, porencephaly | 14, PVL | 15, abnormal cerebral signal intensity; focal | 16, abnormal cerebral signal intensity; diffuse | 17, abnormal signal intensity; gray matter | 18, abnormal signal intensity; white matter | 19, abnormal basal ganglia/thalamic signal intensity | 20, abnormal cerebeliar signal intensity | 21, abnormal brainstem signal intensity | 22, infarction | 23, cerebral atrophy | 24, saggital sinus thrombosis | 25, congenital malformation | 26, other | 27, edema",imaging,,,,,,,,,,,
post_brain_mri_result_text_03_03,post_imaging_report,,text,post_brain_mri_result_text,,,,,,,,,,,,,
post_neuro_exam_date_03_04,post_neuro_exam,,text,post_neuro_exam_date,,,,,,,,,,,,,
post_neuro_exam_time_03_04,post_neuro_exam,,text,post_neuro_exam_time,,,,,,,,,,,,,
post_neuro_exam_level_consciousness_03_04,post_neuro_exam,,radio,post_neuro_exam_level_consciousness,"1, normal/mild HIE | 2, lethargic | 3, stupor/coma",signOfHIELvlOfCons,,,,,,,,,,,
post_neuro_exam_spontaneous_activity_03_04,post_neuro_exam,,radio,post_neuro_exam_spontaneous_activity,"1, normal/mild HIE | 2, decreased activity | 3, no activity",signOfHIESpontaneousActivity,,,,,,,,,,,
post_neuro_exam_posture_03_04,post_neuro_exam,,radio,post_neuro_exam_posture,"1, normal/mild HIE | 2, distal flexion, complete extension | 3, decerebrate",signOfHIEPosture,,,,,,,,,,,
post_neuro_exam_tone_03_04,post_neuro_exam,,radio,post_neuro_exam_tone,"1, normal/mild HIE | 2, hypertonia | 3, hypotonia | 4, flaccid | 5, rigid",signOfHIETone,,,,,,,,,,,
post_neuro_exam_suck_03_04,post_neuro_exam,,radio,post_neuro_exam_suck,"1, normal/mild HIE | 2, weak | 3, absent",signOfHIESuck,,,,,,,,,,,
post_neuro_exam_moro_03_04,post_neuro_exam,,radio,post_neuro_exam_moro,"1, normal/mild HIE | 2, incopmlete | 3, absent",signOfHIEMoro,,,,,,,,,,,
post_neuro_exam_pupils_03_04,post_neuro_exam,,radio,post_neuro_exam_pupils,"1, normal/mild HIE | 2, constricted | 3, deviation",signOfHIEPupils,,,,,,,,,,,
post_neuro_exam_heart_rate_03_04,post_neuro_exam,,radio,post_neuro_exam_heart_rate,"1, normal/mild HIE | 2, bradycardia | 3, variable HR",signOfHIEHeartRate,,,,,,,,,,,
post_neuro_exam_respiration_03_04,post_neuro_exam,,radio,post_neuro_exam_respiration,"1, normal/mild HIE | 2, periodic breathing | 3, apnea | 4, on vent with spontaneous breaths | 5, on vent without spontaneous breaths",signOfHIERespiratory,,,,,,,,,,,
post_neuro_exam_seizure_03_04,post_neuro_exam,,yesno,post_neuro_exam_seizure,,,,,,,,,,,,,
post_neuro_exam_sedate_03_04,post_neuro_exam,,yesno,post_neuro_exam_sedate,,,,,,,,,,,,,
post_neuro_exam_clonus_sustained_03_04,post_neuro_exam,,yesno,post_neuro_exam_clonus_sustained,,,,,,,,,,,,,
post_neuro_exam_fisted_hand_03_04,post_neuro_exam,,yesno,post_neuro_exam_fisted_hand,,,,,,,,,,,,,
post_neuro_exam_abnormal_movement_03_04,post_neuro_exam,,yesno,post_neuro_exam_abnormal_movement,,,,,,,,,,,,,
post_neuro_exam_gag_reflex_absent_03_04,post_neuro_exam,,yesno,post_neuro_exam_gag_reflex_absent,,,,,,,,,,,,,
post_neuro_exam_hypertonia_03_04,post_neuro_exam,,yesno,post_neuro_exam_hypertonia,,,,,,,,,,,,,
post_neuro_exam_asym_tonic_neck_reflex_03_04,post_neuro_exam,,yesno,post_neuro_exam_asym_tonic_neck_reflex,,,,,,,,,,,,,
post_neuro_exam_level_consciousness_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_level_consciousness_score,,,,,,,,,,,,,
post_neuro_exam_spontaneous_activity_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_spontaneous_activity_score,,,,,,,,,,,,,
post_neuro_exam_posture_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_posture_score,,,,,,,,,,,,,
post_neuro_exam_tone_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_tone_score,,,,,,,,,,,,,
post_neuro_exam_suck_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_suck_score,,,,,,,,,,,,,
post_neuro_exam_moro_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_moro_score,,,,,,,,,,,,,
post_neuro_exam_pupils_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_pupils_score,,,,,,,,,,,,,
post_neuro_exam_heart_rate_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_heart_rate_score,,,,,,,,,,,,,
post_neuro_exam_respiration_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_respiration_score,,,,,,,,,,,,,
post_neuro_exam_reflex_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_reflex_score,,,,,,,,,,,,,
post_neuro_exam_ans_score_03_04_1,post_neuro_exam,,text,post_neuro_exam_ans_score,,,,,,,,,,,,,
post_total_modified_sarnat_score_03_04_1,post_neuro_exam,,text,post_total_modified_sarnat_score,,,,,,,,,,,,,
mri_id_03_05,post_mri,,text,mri_id,,,,,,,,,,,,,
site_id_03_05,post_mri,,text,site_id,,,,,,,,,,,,,
mri_increment_03_05,post_mri,,text,mri_increment,,,,,,,,,,,,,
mriid_03_05,post_mri,,text,mriid,,,,,,,,,,,,,
mri_reader_03_05,post_mri,,text,mri_reader,,MRIReader,,,,,,,,,,,
mri_read_date_03_05,post_mri,,text,mri_read_date,,,,,,,,,,,,,
mri_strength_t_03_05,post_mri,,text,mri_strength_t,,,,,,,,,,,,,
mri_strength_c_03_05,post_mri,,text,mri_strength_c,,,,,,,,,,,,,
mri_adequate_quality_03_05,post_mri,,yesno,mri_adequate_quality,,,,,,,,,,,,,
mri_adequate_quality_c_03_05,post_mri,,yesno,mri_adequate_quality_c,,,,,,,,,,,,,
mri_t1_axial_03_05,post_mri,,yesno,mri_t1_axial,,,,,,,,,,,,,
mri_t1_axial_c_03_05,post_mri,,yesno,mri_t1_axial_c,,,,,,,,,,,,,
mri_t1_coronal_03_05,post_mri,,yesno,mri_t1_coronal,,,,,,,,,,,,,
mri_t1_coronal_c_03_05,post_mri,,yesno,mri_t1_coronal_c,,,,,,,,,,,,,
mri_t1_sagittal_03_05,post_mri,,yesno,mri_t1_sagittal,,,,,,,,,,,,,
mri_t1_sagittal_c_03_05,post_mri,,yesno,mri_t1_sagittal_c,,,,,,,,,,,,,
mri_t1_03_05,post_mri,,yesno,mri_t1,,,,,,,,,,,,,
mri_t2_axial_03_05,post_mri,,yesno,mri_t2_axial,,,,,,,,,,,,,
mri_t2_axial_c_03_05,post_mri,,yesno,mri_t2_axial_c,,,,,,,,,,,,,
mri_t2_coronal_03_05,post_mri,,yesno,mri_t2_coronal,,,,,,,,,,,,,
mri_t2_coronal_c_03_05,post_mri,,yesno,mri_t2_coronal_c,,,,,,,,,,,,,
mri_t2_sagittal_03_05,post_mri,,yesno,mri_t2_sagittal,,,,,,,,,,,,,
mri_t2_sagittal_c_03_05,post_mri,,yesno,mri_t2_sagittal_c,,,,,,,,,,,,,
mri_t2_03_05,post_mri,,yesno,mri_t2,,,,,,,,,,,,,
mri_t2_flair_axial_03_05,post_mri,,yesno,mri_t2_flair_axial,,,,,,,,,,,,,
mri_t2_flair_axial_c_03_05,post_mri,,yesno,mri_t2_flair_axial_c,,,,,,,,,,,,,
mri_t2_flair_coronal_03_05,post_mri,,yesno,mri_t2_flair_coronal,,,,,,,,,,,,,
mri_t2_flair_coronal_c_03_05,post_mri,,yesno,mri_t2_flair_coronal_c,,,,,,,,,,,,,
mri_t2_flair_sagittal_03_05,post_mri,,yesno,mri_t2_flair_sagittal,,,,,,,,,,,,,
mri_t2_flair_sagittal_c_03_05,post_mri,,yesno,mri_t2_flair_sagittal_c,,,,,,,,,,,,,
mri_t2_flair_03_05,post_mri,,yesno,mri_t2_flair,,,,,,,,,,,,,
mri_greswi_axial_03_05,post_mri,,yesno,mri_greswi_axial,,,,,,,,,,,,,
mri_greswi_axial_c_03_05,post_mri,,yesno,mri_greswi_axial_c,,,,,,,,,,,,,
mri_greswi_coronal_03_05,post_mri,,yesno,mri_greswi_coronal,,,,,,,,,,,,,
mri_greswi_coronal_c_03_05,post_mri,,yesno,mri_greswi_coronal_c,,,,,,,,,,,,,
mri_greswi_sagittal_03_05,post_mri,,yesno,mri_greswi_sagittal,,,,,,,,,,,,,
mri_greswi_sagittal_c_03_05,post_mri,,yesno,mri_greswi_sagittal_c,,,,,,,,,,,,,
mri_greswi_03_05,post_mri,,yesno,mri_greswi,,,,,,,,,,,,,
mri_spgr_axial_03_05,post_mri,,yesno,mri_spgr_axial,,,,,,,,,,,,,
mri_spgr_axial_c_03_05,post_mri,,yesno,mri_spgr_axial_c,,,,,,,,,,,,,
mri_spgr_coronal_03_05,post_mri,,yesno,mri_spgr_coronal,,,,,,,,,,,,,
mri_spgr_coronal_c_03_05,post_mri,,yesno,mri_spgr_coronal_c,,,,,,,,,,,,,
mri_spgr_sagittal_03_05,post_mri,,yesno,mri_spgr_sagittal,,,,,,,,,,,,,
mri_spgr_sagittal_c_03_05,post_mri,,yesno,mri_spgr_sagittal_c,,,,,,,,,,,,,
mri_spgr_03_05,post_mri,,yesno,mri_spgr,,,,,,,,,,,,,
mri_dwi_03_05,post_mri,,yesno,mri_dwi,,,,,,,,,,,,,
mri_dwi_c_03_05,post_mri,,yesno,mri_dwi_c,,,,,,,,,,,,,
mri_adc_03_05,post_mri,,yesno,mri_adc,,,,,,,,,,,,,
mri_adc_c_03_05,post_mri,,yesno,mri_adc_c,,,,,,,,,,,,,
mri_mrs_03_05,post_mri,,yesno,mri_mrs,,,,,,,,,,,,,
mri_mrs_c_03_05,post_mri,,yesno,mri_mrs_c,,,,,,,,,,,,,
mri_other_03_05,post_mri,,yesno,mri_other,,,,,,,,,,,,,
mri_other_c_03_05,post_mri,,yesno,mri_other_c,,,,,,,,,,,,,
mri_other_text_03_05,post_mri,,text,mri_other_text,,,,,,,,,,,,,
mri_overall_diagnosis_03_05,post_mri,,radio,mri_overall_diagnosis,"1, normal | 2, abnormal | 3, normal with other findings",MRIOverallDiagnosis,,,,,,,,,,,
mri_overall_diagnosis_c_03_05,post_mri,,text,mri_overall_diagnosis_c,,,,,,,,,,,,,
mri_overall_diagnosis_text_03_05,post_mri,,text,mri_overall_diagnosis_text,,,,,,,,,,,,,
mri_abnormal_03_05,post_mri,,yesno,mri_abnormal,,,,,,,,,,,,,
mri_abnormal_c_03_05,post_mri,,yesno,mri_abnormal_c,,,,,,,,,,,,,
mri_cerebral_atrophy_03_05,post_mri,,yesno,mri_cerebral_atrophy,,,,,,,,,,,,,
mri_cerebral_atrophy_c_03_05,post_mri,,yesno,mri_cerebral_atrophy_c,,,,,,,,,,,,,
mri_cerebral_atrophy_global_local_03_05,post_mri,,radio,mri_cerebral_atrophy_global_local,"1, Global | 2, Localized",MRICerebralAtrophyGlobalLocal,,,,,,,,,,,
mri_cerebral_atrophy_global_local_c_03_05,post_mri,,radio,mri_cerebral_atrophy_global_local_c,"1, Global | 2, Localized",MRICerebralAtrophyGlobalLocal,,,,,,,,,,,
mri_cerebral_atrophy_region_03_05,post_mri,,radio,mri_cerebral_atrophy_region,"1, Global | 2, Localized | 3, PO, L>R | 4, R>L FP, R TM | 5, MILD DIFFUSE HEMISPHERIC | 6, DIFFUSE | 7, LT HEMISPHERIC",MRICerebralAtrophyRegion,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_cc_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_cc,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_cc_c_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_cc_c,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_vd_left_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_vd_left,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_vd_left_c_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_vd_left_c,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_vd_right_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_vd_right,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_cerebral_atrophy_qual_assess_vd_right_c_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_vd_right_c,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_infarction_03_05,post_mri,,yesno,mri_infarction,,,,,,,,,,,,,
mri_infarction_c_03_05,post_mri,,yesno,mri_infarction_c,,,,,,,,,,,,,
mri_infarction_arterial_territory_left_03_05,post_mri,,yesno,mri_infarction_arterial_territory_left,,,,,,,,,,,,,
mri_infarction_arterial_territory_left_c_03_05,post_mri,,yesno,mri_infarction_arterial_territory_left_c,,,,,,,,,,,,,
mri_infarction_arterial_territory_right_03_05,post_mri,,yesno,mri_infarction_arterial_territory_right,,,,,,,,,,,,,
mri_infarction_arterial_territory_right_c_03_05,post_mri,,yesno,mri_infarction_arterial_territory_right_c,,,,,,,,,,,,,
mri_infarction_watershed_left_03_05,post_mri,,yesno,mri_infarction_watershed_left,,,,,,,,,,,,,
mri_infarction_watershed_left_c_03_05,post_mri,,yesno,mri_infarction_watershed_left_c,,,,,,,,,,,,,
mri_infarction_watershed_right_03_05,post_mri,,yesno,mri_infarction_watershed_right,,,,,,,,,,,,,
mri_infarction_watershed_right_c_03_05,post_mri,,yesno,mri_infarction_watershed_right_c,,,,,,,,,,,,,
mri_midline_shift_03_05,post_mri,,yesno,mri_midline_shift,,,,,,,,,,,,,
mri_midline_shift_c_03_05,post_mri,,yesno,mri_midline_shift_c,,,,,,,,,,,,,
mri_bgt_03_05,post_mri,,radio,mri_bgt,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_bgt_c_03_05,post_mri,,radio,mri_bgt_c,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_plic_03_05,post_mri,,radio,mri_plic,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_plic_c_03_05,post_mri,,radio,mri_plic_c,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_alic_03_05,post_mri,,radio,mri_alic,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_alic_c_03_05,post_mri,,radio,mri_alic_c,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_watershed_03_05,post_mri,,radio,mri_watershed,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_watershed_c_03_05,post_mri,,radio,mri_watershed_c,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_white_matter_injury_03_05,post_mri,,radio,mri_white_matter_injury,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_white_matter_injury_c_03_05,post_mri,,radio,mri_white_matter_injury_c,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_focal_cortical_injury_03_05,post_mri,,radio,mri_focal_cortical_injury,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_focal_cortical_injury_c_03_05,post_mri,,radio,mri_focal_cortical_injury_c,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_nrn_pattern_of_injury_c_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_c,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
mri_nrn_pattern_of_injury_extent_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_extent,"1, b | 2, c | 3, d",MRINRNPatternOfInjuryExtent,,,,,,,,,,,
mri_nrn_pattern_of_injury_extent_c_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_extent_c,"1, b | 2, c | 3, d",MRINRNPatternOfInjuryExtent,,,,,,,,,,,
mri_nrn_pattern_of_injury_lateral_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_lateral,"1, R | 2, L | 3, R-L | 4, L-R | 5, R=L",MRINRNPatternOfInjuryLateral,,,,,,,,,,,
mri_nrn_pattern_of_injury_lateral_c_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_lateral_c,"1, R | 2, L | 3, R-L | 4, L-R | 5, R=L",MRINRNPatternOfInjuryLateral,,,,,,,,,,,
mri_comment_03_05,post_mri,,text,mri_comment,,,,,,,,,,,,,
mri_nrn_pattern_of_injury_03_05,post_mri,,radio,mri_nrn_pattern_of_injury,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
mri_date_03_05,post_mri,,text,mri_date,,,,,,,,,,,,,
mri_available_03_05_s,post_mri_summary,,yesno,mri_available,,,,,,,,,,,,,
mri_available_c_03_05_s,post_mri_summary,,yesno,mri_available_c,,,,,,,,,,,,,
mri_obtain_03_05_s,post_mri_summary,,yesno,mri_obtain,,,,,,,,,,,,,
mri_obtain_window_03_05_s,post_mri_summary,,radio,mri_obtain_window,"1, post-intervention | 2, in-intervention",MRIObtainWindow,,,,,,,,,,,
mri_obtain_window_c_03_05_s,post_mri_summary,,radio,mri_obtain_window_c,"1, post-intervention | 2, in-intervention",MRIObtainWindow,,,,,,,,,,,
mri_obtain_comment_03_05_s,post_mri_summary,,text,mri_obtain_comment,,,,,,,,,,,,,
mri_send_rti_date_03_05_s,post_mri_summary,,text,mri_send_rti_date,,,,,,,,,,,,,
mri_receive_rti_date_03_05_s,post_mri_summary,,text,mri_receive_rti_date,,,,,,,,,,,,,
mri_no_obtain_reason_03_05_s,post_mri_summary,,radio,mri_no_obtain_reason,"1, no arrangement | 2, MRI unavailable | 3, Other",MRINoObtainReason,,,,,,,,,,,
mri_no_obtain_reason_c_03_05_s,post_mri_summary,,radio,mri_no_obtain_reason_c,"1, no arrangement | 2, MRI unavailable | 3, Other",MRINoObtainReason,,,,,,,,,,,
mri_no_obtain_reason_text_03_05_s,post_mri_summary,,text,mri_no_obtain_reason_text,,,,,,,,,,,,,
mri_read_03_05_s,post_mri_summary,,yesno,mri_read,,,,,,,,,,,,,
mri_score_03_05_s,post_mri_summary,,radio,mri_score,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
mri2level_pattern_of_injury_03_05_s,post_mri_summary,,radio,mri2level_pattern_of_injury,"1, 0-1 | 2, 2-3",MRI2LevelPatternOfInjury,,,,,,,,,,,
mri_age_day_03_05_s,post_mri_summary,,text,mri_age_day,,,,,,,,,,,,,
mri_overall_diagnosis_merge_03_05_s,post_mri_summary,,radio,mri_overall_diagnosis_merge,"1, normal | 2, abnormal | 3, normal with other findings",MRIOverallDiagnosis,,,,,,,,,,,
mri_nrn_pattern_of_injury_03_05_s,post_mri_summary,,radio,mri_nrn_pattern_of_injury,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
mri_not_done_03_05_s,post_mri_summary,,yesno,mri_not_done,,,,,,,,,,,,,
mri_unread_03_05_s,post_mri_summary,,yesno,mri_unread,,,,,,,,,,,,,
mri_analysis_03_05_s,post_mri_summary,,yesno,mri_analysis,,,,,,,,,,,,,
mri_abnormal_result_03_05_s,post_mri_summary,,yesno,mri_abnormal_result,,,,,,,,,,,,,
mri_nrn_pattern_of_injury_w_svs_bgt_plic_03_05_s,post_mri_summary,,radio,mri_nrn_pattern_of_injury_w_svs_bgt_plic,"1, 0 | 2, 1A | 3, 1B | 4, 2-BGT | 5, 2-WS | 6, 3",MRINRNPatternOfInjuryWSvsBGT,,,,,,,,,,,
mri_cerebral_lesion_03_05_s,post_mri_summary,,yesno,mri_cerebral_lesion,,,,,,,,,,,,,
mri_cerebellar_lesion_03_05_s,post_mri_summary,,radio,mri_cerebellar_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_basal_ganglia_lesion_03_05_s,post_mri_summary,,radio,mri_basal_ganglia_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_brainstem_lesion_03_05_s,post_mri_summary,,radio,mri_brainstem_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_corpus_callosum_lesion_03_05_s,post_mri_summary,,radio,mri_corpus_callosum_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_cerebral_lesion_lobe_03_05_s,post_mri_summary,,radio,mri_cerebral_lesion_lobe,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_corona_radiata_lesion_03_05_s,post_mri_summary,,radio,mri_corona_radiata_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_edema_03_05_s,post_mri_summary,,radio,mri_edema,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_extra_axial_lesion_03_05_s,post_mri_summary,,radio,mri_extra_axial_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_extent_03_05_s,post_mri_summary,,radio,mri_extent,"1, Mild | 2, Moderate | 3, Extensive | 4, Hemispheric Devastation",MRIAbnormalExtent,,,,,,,,,,,
mri_frontal_parietal_lesion_03_05_s,post_mri_summary,,radio,mri_frontal_parietal_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_frontal_lesion_03_05_s,post_mri_summary,,radio,mri_frontal_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_lateral_hemispheric_devastation_03_05_s,post_mri_summary,,radio,mri_lateral_hemispheric_devastation,"1, R | 2, L | 3, R>L | 4, L>R | 5, R=L",MRIAbnormalSide,,,,,,,,,,,
mri_hippocampus_lesion_03_05_s,post_mri_summary,,radio,mri_hippocampus_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_hypothalamus_lesion_03_05_s,post_mri_summary,,radio,mri_hypothalamus_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
mri_insular_lesion_03_05_s,post_mri_summary,,radio,mri_insular_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",MRILesion,,,,,,,,,,,
